,Unnamed: 0,BHSsort,〔KJVverseID｜book｜chapter｜verse〕,BHSA,extendedStrongNumber,Root
16440,122961,122962,〔6300｜6｜18｜6〕,<H>גֹּורָל֙<h><H> <h>,1486,
26214,208019,208020,〔10091｜12｜19｜29〕,<H>כְרָמִ֖ים<h><H> <h>,3754,
37076,284869,284870,〔21475｜26｜39｜26〕,<H>מָעֲלוּ<h><H>־<h>,4604,מעל
45249,333941,333942,〔16201｜19｜136｜4〕,<H>עֹולָ֣ם<h><H> <h>,5769,עלמ
47250,345804,345805,〔13833｜18｜38｜39〕,<H>לָבִ֣יא<h><H> <h>,3833,
16314,121580,121581,〔6212｜6｜15｜9〕,<H>גְּב֜וּל<h><H> <h>,1366,גבל
12675,92683,92684,〔4887｜4｜36｜7〕,<H>אִ֗ישׁ<h><H> <h>,376,אנשׁ
30669,238265,238266,〔19124｜24｜7｜4〕,<H>הֵיכַ֥ל<h><H> <h>,1964,יכל
16763,125897,125898,〔6452｜6｜22｜25〕,<H>חֵ֖לֶק<h><H> <h>,2506,חלק
28546,223743,223744,〔18332｜23｜36｜1〕,<H>מֶּ֣לֶךְ<h><H> <h>,4428,מלכ
21825,171797,171798,〔8507｜10｜18｜28〕,<H>מֶּ֛לֶךְ<h><H> <h>,4428,מלכ
45932,337737,337738,〔12997｜18｜6｜18〕,<H>תֹּ֣הוּ<h><H> <h>,8414,
8965,65507,65508,〔3378｜3｜22｜8〕,<H>נְבֵלָ֧ה<h><H> <h>,5038,נבל
45675,336029,336030,〔12871｜18｜1｜1〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
12311,89523,89524,〔4697｜4｜31｜32〕,<H>אֶ֖לֶף<h><H> <h>,505,אלפ
2007,16202,16203,〔867｜1｜30｜36〕,<H>דֶּ֚רֶךְ<h><H> <h>,1870,דרכ
45142,333284,333285,〔16136｜19｜129｜3〕,<QR><H>מַעֲנִיתָֽם<h><H>׃<h><qr>,4618,
56113,401672,401673,〔10930｜13｜20｜3〕,<H>חֲרִיצֵ֤י<h><H> <h>,2757,חרצ
10611,75712,75713,〔3964｜4｜8｜24〕,<H>אֹ֥הֶל<h><H> <h>,168,אהל
35119,272743,272744,〔20854｜26｜18｜4〕,<H>נְּפָשֹׁות֙<h><H> <h>,5315,נפשׁ
32712,255287,255288,〔19885｜24｜37｜10〕,<H>אֲנָשִׁ֖ים<h><H> <h>,376,אנשׁ
46626,342296,342297,〔13475｜18｜26｜7〕,<H>צָפֹ֣ון<h><H> <h>,6828,צפנ
4684,39163,39164,〔2033｜2｜19｜6〕,<H>גֹ֣וי<h><H> <h>,1471,
2819,23197,23198,〔1242｜1｜41｜46〕,<H>מֶֽלֶךְ<h><H>־<h>,4428,מלכ
51954,372317,372318,〔21837｜27｜3｜29〕,<H>ל<h><H>־<h>,3606,
19752,153722,153723,〔7744｜9｜20｜13〕,<H>שָׁלֹ֑ום<h><H> <h>,7965,שׁלמ
11302,81792,81793,〔4280｜4｜18｜22〕,<H>מֹועֵ֑ד<h><H> <h>,4150,יעד
8728,63946,63947,〔3292｜3｜19｜10〕,<H>כַרְמְךָ֙<h><H> <h>,3754,
39494,299163,299164,〔22565｜32｜3｜6〕,<H>מֶ֣לֶך<h><H> <h>,4428,מלכ
38554,292939,292940,〔22219｜28｜9｜10〕,<H>רֵ֣אשִׁיתָ֔הּ<h><H> <h>,7225,ראשׁ
23478,184156,184157,〔9072｜11｜9｜20〕,<H>חִתִּ֤י<h><H> <h>,2850,
25896,205606,205607,〔9987｜12｜17｜3〕,<H>מֶ֣לֶךְ<h><H> <h>,4428,מלכ
9406,68140,68141,〔3525｜3｜25｜55〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
18567,141849,141850,〔7229｜9｜1｜16〕,<H>בְּלִיָּ֑עַל<h><H> <h>,1100,יעל
57691,412836,412837,〔11449｜14｜12｜11〕,<H>מֶּ֖לֶךְ<h><H> <h>,4428,מלכ
32474,253108,253109,〔19801｜24｜33｜25〕,<H>חֻקֹּ֛ות<h><H> <h>,2708,
7853,58074,58075,〔3011｜3｜11｜13〕,<H>נֶּ֨שֶׁר֙<h><H> <h>,5404,
19423,150148,150149,〔7590｜9｜15｜29〕,<H>אָדָ֛ם<h><H> <h>,120,אדמ
28183,221765,221766,〔18217｜23｜29｜23〕,<H>יְלָדָ֞יו<h><H> <h>,3206,ילד
4881,40701,40702,〔2121｜2｜22｜7〕,<H>אִ֨ישׁ<h><H> <h>,376,אנשׁ
14445,106166,106167,〔5516｜5｜23｜15〕,<H>אֲדֹנָֽיו<h><H>׃ <h>,113,אדנ
43120,321815,321816,〔14954｜19｜69｜18〕,<H>נַפְשִׁ֣י<h><H> <h>,5315,נפשׁ
41494,312825,312826,〔14134｜19｜18｜15〕,<H>אֲפִ֥יקֵי<h><H> <h>,650,
56588,405423,405424,〔11141｜13｜27｜31〕,<H>צֹּ֖אן<h><H> <h>,6629,צאנ
23243,182079,182080,〔8987｜11｜8｜1〕,<H>מֶּ֥לֶךְ<h><H> <h>,4428,מלכ
42249,317580,317581,〔14570｜19｜43｜3〕,<H>מִשְׁכְּנֹותֶֽיךָ<h><H>׃ <h>,4908,שׁכנ
47338,346272,346273,〔13883｜18｜40｜18〕,<H>נְחוּשָׁ֑ה<h><H> <h>,5154,נחשׁ
39847,301635,301636,〔22699｜34｜1｜14〕,<H>מַסֵּכָ֛ה<h><H> <h>,4541,נסכ
49562,358669,358670,〔17615｜22｜5｜16〕,<H>חִכֹּו֙<h><H> <h>,2441,חנכ
10648,75980,75981,〔3978｜4｜9｜12〕,<H>עֶ֖צֶם<h><H> <h>,6106,עצמ
31055,241053,241054,〔19262｜24｜12｜12〕,<H>אָ֑רֶץ<h><H> <h>,776,ארצ
53207,378444,378445,〔12029｜15｜2｜1〕,<H>אִ֥ישׁ<h><H> <h>,376,אנשׁ
9862,71692,71693,〔3740｜4｜3｜47〕,<H>שֶׁ֤קֶל<h><H> <h>,8255,שׁקל
24508,193082,193083,〔9456｜11｜21｜4〕,<H>נַחֲלַ֣ת<h><H> <h>,5159,נחל
3339,27388,27389,〔1457｜1｜48｜5〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
46024,338499,338500,〔13078｜18｜9｜26〕,<H>אֳנִיֹּ֣ות<h><H> <h>,591,
37426,286921,286922,〔21565｜26｜42｜12〕,<H>לְּשָׁכֹ֗ות<h><H> <h>,3957,
52072,372721,372722,〔21858｜27｜4｜20〕,<H>אִֽילָנָא֙<h><H> <h>,363,
36708,282381,282382,〔21359｜26｜35｜14〕,<H>שְׁמָמָ֖ה<h><H> <h>,8077,
46422,341053,341054,〔13344｜18｜20｜17〕,<H>דְּבַ֣שׁ<h><H> <h>,1706,
49710,359363,359364,〔17323｜21｜1｜7〕,<H>נְּחָלִים֙<h><H> <h>,5158,נחל
50834,366685,366686,〔12750｜17｜3｜2〕,<H>מֶּ֜לֶךְ<h><H> <h>,4428,מלכ
31406,243965,243966,〔19402｜24｜18｜17〕,<H>קָדִ֥ים<h><H> <h>,6921,קדמ
32726,255440,255441,〔19892｜24｜37｜17〕,<H>מֶּ֤לֶךְ<h><H> <h>,4428,מלכ
5560,44326,44327,〔2327｜2｜28｜33〕,<H>שׁוּלָ֖יו<h><H> <h>,7757,
20705,162210,162211,〔8105｜10｜3｜23〕,<H>שָׁלֹֽום<h><H>׃ <h>,7965,שׁלמ
6497,50068,50069,〔2614｜2｜37｜9〕,<H>כְנָפַ֜יִם<h><H> <h>,3671,כנפ
42055,316243,316244,〔14454｜19｜37｜3〕,<H>אֶ֝֗רֶץ<h><H> <h>,776,ארצ
23667,185131,185132,〔9116｜11｜11｜7〕,<H>בָּמָ֗ה<h><H> <h>,1116,
39933,302010,302011,〔22722｜34｜3｜9〕,<H>עֶזְרָתֵֽךְ<h><H>׃ <h>,5833,
21032,165040,165041,〔8232｜10｜9｜4〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
7871,58152,58153,〔3017｜3｜11｜19〕,<H>דּוּכִיפַ֖ת<h><H> <h>,1744,
27250,215813,215814,〔17867｜23｜10｜16〕,<H>יקֹ֥וד<h><H> <h>,3350,יקד
33774,263464,263465,〔20256｜24｜51｜43〕,<H>אֶ֖רֶץ<h><H> <h>,776,ארצ
12636,92400,92401,〔4876｜4｜35｜30〕,<H>נֶ֔פֶשׁ<h><H> <h>,5315,נפשׁ
49594,358850,358851,〔17627｜22｜6｜12〕,<H>מַרְכְּבֹ֖ות<h><H> <h>,4818,
48040,350132,350133,〔16745｜20｜12｜25〕,<H>דְּאָגָ֣ה<h><H> <h>,1674,דאג
31251,242670,242671,〔19341｜24｜16｜4〕,<H>דֹ֛מֶן<h><H> <h>,1828,
7845,58037,58038,〔3009｜3｜11｜11〕,<H>שֶׁ֖קֶץ<h><H> <h>,8263,שׁקצ
14382,105767,105768,〔5495｜5｜22｜24〕,<H>אִ֔ישׁ<h><H> <h>,376,אנשׁ
35444,274982,274983,〔20967｜26｜21｜22〕,<H>קֶּ֣סֶם<h><H> <h>,7081,קסמ
13182,96916,96917,〔5085｜5｜5｜31〕,<H>אָ֔רֶץ<h><H> <h>,776,ארצ
15809,117446,117447,〔6027｜6｜8｜24〕,<H>חָֽרֶב<h><H>׃ <h>,2719,חרב
46556,341850,341851,〔13430｜18｜23｜10〕,<H>זָּהָ֥ב<h><H> <h>,2091,זהב
34413,267870,267871,〔20616｜26｜8｜11〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
16355,122218,122219,〔6269｜6｜16｜3〕,<H>גְּב֣וּל<h><H> <h>,1366,גבל
24698,194920,194921,〔9541｜12｜1｜7〕,<H>מִשְׁפַּ֣ט<h><H> <h>,4941,שׁפט
22598,177735,177736,〔8792｜11｜2｜21〕,<H>אָחִ֖יךָ<h><H> <h>,251,
34389,267693,267694,〔20608｜26｜8｜3〕,<H>אָ֣רֶץ<h><H> <h>,776,ארצ
7578,55902,55903,〔2913｜3｜7｜33〕,<H>שְּׁלָמִ֛ים<h><H> <h>,8002,שׁלמ
33417,261248,261249,〔20134｜24｜49｜6〕,<H>נְאֻם<h><H>־<h>,5002,נאמ
9113,66385,66386,〔3428｜3｜23｜25〕,<H>מְלֶ֥אכֶת<h><H> <h>,4399,מלאכ
8886,65057,65058,〔3352｜3｜21｜6〕,<H>לֶ֧חֶם<h><H> <h>,3899,לחמ
12522,91415,91416,〔4819｜4｜34｜2〕,<H>אָ֣רֶץ<h><H> <h>,776,ארצ
5871,46062,46063,〔2415｜2｜30｜32〕,<H>קֹ֖דֶשׁ<h><H> <h>,6944,קדשׁ
53542,380280,380281,〔12147｜15｜5｜12〕,<H>בַיְתָ֤ה<h><H> <h>,1005,
39413,298431,298432,〔22527｜31｜1｜16〕,<H>גֹּויִ֖ם<h><H> <h>,1471,
55687,398253,398254,〔10752｜13｜12｜31〕,<H>אָ֑לֶף<h><H> <h>,505,אלפ
39455,298940,298941,〔22549｜32｜1｜17〕,<H>דָּ֔ג<h><H> <h>,1709,דאג
51893,372024,372025,〔21827｜27｜3｜19〕,<H>אַנְפֹּ֨והִי֙<h><H> <h>,600,
46200,339754,339755,〔13206｜18｜15｜2〕,<H>קָדִ֣ים<h><H> <h>,6921,קדמ
778,4964,4965,〔267｜1｜10｜32〕,<H>מַּבּֽוּל<h><H>׃ פ <h>,3999,יבל
33560,262275,262276,〔20188｜24｜50｜21〕,<H>נְאֻם<h><H>־<h>,5002,נאמ
25208,199202,199203,〔9717｜12｜7｜9〕,<H>מֶּֽלֶךְ<h><H>׃ <h>,4428,מלכ
40348,304694,304695,〔22867｜37｜2｜11〕,<H>כֹּהֲנִ֛ים<h><H> <h>,3548,כהנ
18264,139632,139633,〔7047｜7｜19｜22〕,<H>אִישׁ<h><H> <h>,376,אנשׁ
48506,352429,352430,〔16988｜20｜21｜3〕,<H>צְדָקָ֣ה<h><H> <h>,6666,צדק
46264,340154,340155,〔13247｜18｜16｜8〕,<H>כַ֝חֲשִׁ֗י<h><H> <h>,3585,כחשׁ
54678,387456,387457,〔12504｜16｜8｜10〕,<H>מַֽמְתַקִּ֗ים<h><H> <h>,4477,
21198,166581,166582,〔8296｜10｜12｜9〕,<H>חֶ֔רֶב<h><H> <h>,2719,חרב
26328,209324,209325,〔10151｜12｜22｜5〕,<H>מְּלָאכָ֔ה<h><H> <h>,4399,מלאכ
58326,418566,418567,〔11692｜14｜24｜14〕,<H>זָהָ֖ב<h><H> <h>,2091,זהב
25263,199612,199613,〔9732｜12｜8｜4〕,<H>אִישׁ<h><H>־<h>,376,אנשׁ
898,6136,6137,〔333｜1｜13｜14〕,<H>צָפֹ֥נָה<h><H> <h>,6828,צפנ
50658,365678,365679,〔12713｜17｜1｜10〕,<H>סָּ֣רִיסִ֔ים<h><H> <h>,5631,
16234,121000,121001,〔6189｜6｜14｜1〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
5988,46870,46871,〔2455｜2｜32｜16〕,<H>לֻּחֹֽת<h><H>׃ <h>,3871,
50897,367050,367051,〔12761｜17｜3｜13〕,<H>חֹ֥דֶשׁ<h><H> <h>,2320,חדשׁ
28728,224947,224948,〔18389｜23｜37｜36〕,<H>מַלְאַ֣ךְ<h><H> <h>,4397,מלאכ
48334,351624,351625,〔16904｜20｜18｜2〕,<H>כְּ֭סִיל<h><H> <h>,3684,כסל
40069,302880,302881,〔22775｜35｜3｜6〕,<H>עֹולָ֖ם<h><H> <h>,5769,עלמ
16264,121273,121274,〔6199｜6｜14｜11〕,<H>כֹ֥חִי<h><H> <h>,3581,
3525,28799,28800,〔1538｜2｜1｜5〕,<H>נָ֑פֶשׁ<h><H> <h>,5315,נפשׁ
34497,268442,268443,〔20637｜26｜10｜3〕,<H>אִ֑ישׁ<h><H> <h>,376,אנשׁ
34096,265690,265691,〔20513｜26｜3｜10〕,<H>אָדָ֕ם<h><H> <h>,120,אדמ
19517,151051,151052,〔7632｜9｜17｜13〕,<H>מִּלְחָמָ֔ה<h><H> <h>,4421,לחמ
27413,216863,216864,〔17931｜23｜14｜2〕,<H>עֲבָדִ֖ים<h><H> <h>,5650,עבד
14363,105637,105638,〔5490｜5｜22｜19〕,<H>אִשָּׁ֔ה<h><H> <h>,802,אישׁ
5013,41815,41816,〔2189｜2｜24｜11〕,<H>אֲצִילֵי֙<h><H> <h>,678,
32449,252866,252867,〔19789｜24｜33｜13〕,<H>אֶ֧רֶץ<h><H> <h>,776,ארצ
20358,158658,158659,〔7950｜9｜28｜7〕,<H>בַּֽעֲלַת<h><H>־<h>,1172,
21736,171016,171017,〔8479｜10｜17｜29〕,<H>דְבַ֣שׁ<h><H> <h>,1706,
54415,385461,385462,〔12387｜16｜5｜4〕,<H>כֶ֖סֶף<h><H> <h>,3701,כספ
32096,249855,249856,〔19654｜24｜29｜18〕,<H>רָעָ֣ב<h><H> <h>,7458,רעב
40590,306431,306432,〔22951｜38｜6｜3〕,<H>מֶּרְכָּבָה֙<h><H> <h>,4818,
48261,351244,351245,〔16865｜20｜16｜24〕,<H>עָֽצֶם<h><H>׃ <h>,6106,עצמ
56544,405050,405051,〔11120｜13｜27｜10〕,<H>חֹ֣דֶשׁ<h><H> <h>,2320,חדשׁ
2945,24196,24197,〔1295｜1｜43｜4〕,<H>אֹֽכֶל<h><H>׃ <h>,400,אכל
14937,109929,109930,〔5700｜5｜29｜20〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
51406,370207,370208,〔21743｜27｜1｜5〕,<H>מֶּֽלֶךְ<h><H>׃ <h>,4428,מלכ
27855,219650,219651,〔18095｜23｜23｜17〕,<H>אָ֖רֶץ<h><H> <h>,776,ארצ
12142,88369,88370,〔4638｜4｜29｜29〕,<H>פָּרִ֥ים<h><H> <h>,6499,
48529,352548,352549,〔17000｜20｜21｜15〕,<H>שִׂמְחָ֣ה<h><H> <h>,8057,
44947,332214,332215,〔16016｜19｜119｜117〕,<H>תָמִֽיד<h><H>׃ <h>,8548,
53247,378699,378700,〔12063｜15｜2｜35〕,<H>שְׁלֹשִֽׁים<h><H>׃ ס <h>,7970,שׁלשׁ
922,6282,6283,〔342｜1｜14｜5〕,<H>מְּלָכִים֙<h><H> <h>,4428,מלכ
15260,112460,112461,〔5827｜5｜33｜16〕,<H>אֶ֚רֶץ<h><H> <h>,776,ארצ
33238,259987,259988,〔20062｜24｜46｜16〕,<H>אֶ֨רֶץ֙<h><H> <h>,776,ארצ
3513,28698,28699,〔1531｜1｜50｜24〕,<H>אֶחָ֔יו<h><H> <h>,251,
49470,358362,358363,〔17593｜22｜4｜10〕,<H>אֲחֹתִ֣י<h><H> <h>,269,
21966,172772,172773,〔8544｜10｜19｜32〕,<H>שִׁיבָתֹ֣ו<h><H> <h>,7871,ישׁב
7174,53440,53441,〔2793｜3｜3｜14〕,<H>חֵ֨לֶב֙<h><H> <h>,2459,
35377,274552,274553,〔20943｜26｜20｜47〕,<H>יַ֣עַר<h><H> <h>,3293,
55019,390240,390241,〔12662｜16｜12｜37〕,<H>מַּ֖יִם<h><H> <h>,4325,
35663,276208,276209,〔21038｜26｜23｜30〕,<H>גֹויִ֔ם<h><H> <h>,1471,
1974,15882,15883,〔849｜1｜30｜18〕,<H>שִׁפְחָתִ֖י<h><H> <h>,8198,
49168,356003,356004,〔7139｜8｜1｜11〕,<H>מֵעַ֔י<h><H> <h>,4578,
21232,166883,166884,〔8308｜10｜12｜21〕,<H>יֶּ֤לֶד<h><H> <h>,3206,ילד
17634,134020,134021,〔6808｜7｜9｜53〕,<H>רֹ֣אשׁ<h><H> <h>,7218,ראשׁ
28555,223819,223820,〔18335｜23｜36｜4〕,<H>מֶ֣לֶךְ<h><H> <h>,4428,מלכ
55342,394563,394564,〔10515｜13｜6｜60〕,<H>מִגְרָשֶׁ֑יהָ<h><H> <h>,4054,גרשׁ
29235,228588,228589,〔18605｜23｜47｜5〕,<H>מַמְלָכֹֽות<h><H>׃ <h>,4467,מלכ
42760,320114,320115,〔14798｜19｜59｜7〕,<H>חֲ֭רָבֹות<h><H> <h>,2719,חרב
33385,261030,261031,〔20124｜24｜48｜43〕,<H>נְאֻם<h><H>־<h>,5002,נאמ
15521,114688,114689,〔5923｜6｜4｜12〕,<H>שֵׁ֤בֶט<h><H> <h>,7626,שׁבט
55245,393496,393497,〔10431｜13｜5｜2〕,<H>אֶחָ֔יו<h><H> <h>,251,
17677,134513,134514,〔6832｜7｜11｜2〕,<H>אִשָּׁ֥ה<h><H> <h>,802,אישׁ
53691,380787,380788,〔12168｜15｜6｜16〕,<H>בְנֵֽי<h><H>־<h>,1123,
7579,55906,55907,〔2913｜3｜7｜33〕,<H>חֵ֖לֶב<h><H> <h>,2459,
45299,334101,334102,〔16217｜19｜136｜20〕,<H>עֹולָ֣ם<h><H> <h>,5769,עלמ
5065,42153,42154,〔2209｜2｜25｜13〕,<H>זָהָֽב<h><H>׃ <h>,2091,זהב
23090,181304,181305,〔8956｜11｜7｜21〕,<H>אֻלָ֖ם<h><H> <h>,197,אלמ
49657,359134,359135,〔17647｜22｜8｜6〕,<H>אַהֲבָ֔ה<h><H> <h>,160,
27680,218438,218439,〔18023｜23｜19｜18〕,<H>הֶ֔רֶס<h><H> <h>,2041,הרס
15586,115243,115244,〔5947｜6｜5｜12〕,<H>אָ֔רֶץ<h><H> <h>,776,ארצ
45388,334570,334571,〔16264｜19｜139｜24〕,<H>עֹולָֽם<h><H>׃ <h>,5769,עלמ
23150,181617,181618,〔8968｜11｜7｜33〕,<H>חִשֻּׁקֵיהֶ֛ם<h><H> <h>,2839,חשׁק
24448,192660,192661,〔9440｜11｜20｜31〕,<H>עֲבָדָיו֒<h><H> <h>,5650,עבד
53010,377219,377220,〔22051｜27｜11｜14〕,<H>נֶּ֑גֶב<h><H> <h>,5045,נגב
12907,94789,94790,〔4989｜5｜3｜13〕,<H>אֶ֥רֶץ<h><H> <h>,776,ארצ
6097,47912,47913,〔2504｜2｜34｜7〕,<H>אֲלָפִ֔ים<h><H> <h>,505,אלפ
55809,399150,399151,〔10799｜13｜15｜7〕,<H>מֵאָ֥ה<h><H> <h>,3967,
38870,294949,294950,〔22342｜29｜2｜30〕,<H>עָשָֽׁן<h><H>׃ <h>,6227,עשׁנ
50549,365109,365110,〔20432｜25｜4｜11〕,<H>יְסֹודֹתֶֽיהָ<h><H>׃ ס <h>,3247,יסד
42115,316708,316709,〔14501｜19｜38｜10〕,<H>כֹחִ֑י<h><H> <h>,3581,
38785,294423,294424,〔22315｜29｜2｜3〕,<H>אָ֜רֶץ<h><H> <h>,776,ארצ
1289,9649,9650,〔516｜1｜21｜2〕,<H>מֹּועֵ֕ד<h><H> <h>,4150,יעד
17132,129649,129650,〔6613｜7｜4｜13〕,<H>בַּרְזֶ֔ל<h><H> <h>,1270,
35740,276667,276668,〔21063｜26｜24｜6〕,<H>חֶ֨לְאָתָ֔הּ<h><H> <h>,2457,
50862,366871,366872,〔12756｜17｜3｜8〕,<H>מֶּ֨לֶךְ֙<h><H> <h>,4428,מלכ
34390,267703,267704,〔20608｜26｜8｜3〕,<H>מַרְאֹ֣ות<h><H> <h>,4759,
44398,328863,328864,〔15641｜19｜105｜34〕,<H>יֶ֗לֶק<h><H> <h>,3218,
3408,27888,27889,〔1483｜1｜49｜9〕,<H>טֶּ֖רֶף<h><H> <h>,2964,טרפ
26383,209782,209783,〔10168｜12｜23｜2〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
28113,221218,221219,〔18187｜23｜28｜22〕,<H>אֲדֹנָ֧י<h><H> <h>,136,אדנ
17204,130184,130185,〔6640｜7｜5｜16〕,<H>מִּשְׁפְּתַ֔יִם<h><H> <h>,4942,שׁפת
33749,263288,263289,〔20244｜24｜51｜31〕,<H>מֶ֣לֶךְ<h><H> <h>,4428,מלכ
27736,218850,218851,〔18045｜23｜21｜9〕,<H>אִ֔ישׁ<h><H> <h>,376,אנשׁ
56021,400814,400815,〔10893｜13｜18｜2〕,<H>עֲבָדִ֣ים<h><H> <h>,5650,עבד
4050,33667,33668,〔1772｜2｜9｜29〕,<H>בָּרָד֙<h><H> <h>,1259,ברד
25362,200561,200562,〔9772｜12｜9｜15〕,<H>מֶּ֜לֶךְ<h><H> <h>,4428,מלכ
13921,102424,102425,〔5341｜5｜15｜21〕,<H>מ֗וּם<h><H> <h>,3971,
47750,348622,348623,〔16581｜20｜7｜5〕,<H>אִשָּׁ֣ה<h><H> <h>,802,אישׁ
26623,211758,211759,〔10242｜12｜25｜19〕,<H>אֲנָשִׁ֜ים<h><H> <h>,582,אנשׁ
5180,42789,42790,〔2245｜2｜26｜9〕,<H>יְרִיעֹת֙<h><H> <h>,3407,
23211,181910,181911,〔8981｜11｜7｜46〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
3859,31852,31853,〔1690｜2｜7｜4〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
27426,216931,216932,〔17935｜23｜14｜6〕,<H>מֻרְדָּ֖ף<h><H> <h>,4783,רדפ
24219,190601,190602,〔9355｜11｜18｜13〕,<H>אִישׁ֙<h><H> <h>,376,אנשׁ
43832,325719,325720,〔15327｜19｜88｜18〕,<H>מַחְשָֽׁךְ<h><H>׃ <h>,4285,חשׁכ
21732,171008,171009,〔8478｜10｜17｜28〕,<H>קָלִ֑י<h><H> <h>,7039,
57128,408422,408423,〔11261｜14｜4｜14〕,<H>מְּכֹנֹֽות<h><H>׃ <h>,4350,
32288,251442,251443,〔19732｜24｜31｜40〕,<H>פִּנַּ֨ת<h><H> <h>,6438,
40316,304393,304394,〔22854｜37｜1｜13〕,<H>מַלְאֲכ֥וּת<h><H> <h>,4400,מלאכ
33686,262989,262990,〔20228｜24｜51｜15〕,<H>כֹחֹ֔ו<h><H> <h>,3581,
2019,16251,16252,〔869｜1｜30｜38〕,<H>שִֽׁקֲתֹ֣ות<h><H> <h>,8268,
40151,303315,303316,〔22800｜36｜1｜12〕,<H>נֵּרֹ֑ות<h><H> <h>,5216,
54641,387111,387112,〔12493｜16｜7｜72〕,<H>כֶ֖סֶף<h><H> <h>,3701,כספ
38106,290316,290317,〔21711｜26｜48｜8〕,<H>אֶ֜לֶף<h><H> <h>,505,אלפ
23498,184306,184307,〔9078｜11｜9｜26〕,<H>אֶ֥רֶץ<h><H> <h>,776,ארצ
10075,73047,73048,〔3810｜4｜5｜17〕,<H>כֹּהֵ֖ן<h><H> <h>,3548,כהנ
34266,266833,266834,〔20566｜26｜6｜2〕,<H>אָדָ֕ם<h><H> <h>,120,אדמ
50723,366061,366062,〔12728｜17｜2｜3〕,<H>פְּקִידִים֮<h><H> <h>,6496,פקד
28509,223556,223557,〔18321｜23｜34｜17〕,<H>עֹולָם֙<h><H> <h>,5769,עלמ
24183,190310,190311,〔9342｜11｜17｜24〕,<H>אִ֥ישׁ<h><H> <h>,376,אנשׁ
23099,181340,181341,〔8957｜11｜7｜22〕,<H>מְלֶ֥אכֶת<h><H> <h>,4399,מלאכ
46986,344248,344249,〔13674｜18｜33｜23〕,<H>מַלְאָ֗ךְ<h><H> <h>,4397,מלאכ
26311,209177,209178,〔10144｜12｜21｜24〕,<H>אָ֔רֶץ<h><H> <h>,776,ארצ
37185,285537,285538,〔21503｜26｜40｜25〕,<H>אֹ֔רֶךְ<h><H> <h>,753,ארכ
8805,64428,64429,〔3321｜3｜20｜2〕,<H>אָ֖רֶץ<h><H> <h>,776,ארצ
50045,362028,362029,〔17467｜21｜8｜8〕,<H>מִּלְחָמָ֑ה<h><H> <h>,4421,לחמ
38826,294652,294653,〔22329｜29｜2｜17〕,<H>אוּלָם֙<h><H> <h>,197,אלמ
22371,175974,175975,〔8715｜10｜24｜22〕,<H>אֲדֹנִ֥י<h><H> <h>,113,אדנ
50368,364130,364131,〔20341｜25｜2｜8〕,<H>חֹומָ֖ה<h><H> <h>,2346,
56776,406381,406382,〔11176｜13｜29｜11〕,<H>רֹֽאשׁ<h><H>׃ <h>,7218,ראשׁ
8096,59712,59713,〔3091｜3｜13｜38〕,<H>בֶּהָרֹ֑ת<h><H> <h>,934,
42239,317526,317527,〔14567｜19｜42｜11〕,<H>נַפְשִׁי֮<h><H> <h>,5315,נפשׁ
39096,296449,296450,〔22421｜30｜4｜10〕,<H>נְאֻם<h><H>־<h>,5002,נאמ
35325,274187,274188,〔20926｜26｜20｜30〕,<H>דֶ֥רֶךְ<h><H> <h>,1870,דרכ
51970,372379,372380,〔21841｜27｜4｜3〕,<H>מַלְכ֣וּת<h><H> <h>,4437,
22156,174392,174393,〔8612｜10｜22｜9〕,<H>עָשָׁן֙<h><H> <h>,6227,עשׁנ
7538,55615,55616,〔2897｜3｜7｜17〕,<H>אֵ֖שׁ<h><H> <h>,784,אשׁ
5849,45945,45946,〔2407｜2｜30｜24〕,<H>שֶׁ֥מֶן<h><H> <h>,8081,שׁמנ
1234,9152,9153,〔492｜1｜19｜34〕,<H>מָּחֳרָ֔ת<h><H> <h>,4283,
52449,374068,374069,〔21916｜27｜6｜10〕,<H>זִמְנִין֩<h><H> <h>,2166,
8781,64274,64275,〔3312｜3｜19｜30〕,<H>מִקְדָּשִׁ֖י<h><H> <h>,4720,קדשׁ
12180,88560,88561,〔4650｜4｜30｜1〕,<H>רָאשֵׁ֣י<h><H> <h>,7218,ראשׁ
53043,377438,377439,〔22062｜27｜11｜25〕,<H>כֹּחֹ֨ו<h><H> <h>,3581,
2673,22084,22085,〔1183｜1｜40｜10〕,<H>שָׂרִיגִ֑ם<h><H> <h>,8299,שׂרג
13372,98336,98337,〔5156｜5｜8｜18〕,<H>כֹּ֖חַ<h><H> <h>,3581,
23152,181625,181626,〔8969｜11｜7｜34〕,<H>כְּתֵפֹ֔ות<h><H> <h>,3802,
